participant_id,puzzle_id,window_start,expert_state,expert_action,expert_rule,attention_label,attention_confidence,action_label,action_confidence,performance_label,performance_confidence,population_label,population_confidence,disagreement_type,dominant_tension,disagreement_intensity,suggested_support,support_category,support_rationale,io_category,expert_category
6,Hub Puzzle: Cooking Pot,1620.0138269,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.726,inactive,0.627,stalled,0.7,transitioning,0.773,contradictory,focused_but_idle,0.676,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,watch
6,Hub Puzzle: Cooking Pot,1625.0074765,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.827,hesitant,0.525,progressing,0.767,transitioning,0.699,contradictory,scattered_but_progressing,0.797,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
6,Hub Puzzle: Cooking Pot,1630.0039662,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.226,active,0.891,progressing,0.9,transitioning,0.605,contradictory,scattered_but_progressing,0.563,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
6,Hub Puzzle: Cooking Pot,1635.0031937,EXPLORE,PROMPT,RULE_3_NO_ENTRY,searching,0.95,active,0.95,progressing,0.9,transitioning,0.524,contradictory,scattered_but_progressing,0.925,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,intervene
6,Hub Puzzle: Cooking Pot,1640.0040921,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.707,hesitant,0.7,progressing,0.633,transitioning,0.622,contradictory,scattered_but_progressing,0.67,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
6,Hub Puzzle: Cooking Pot,1645.0022354,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.304,active,0.523,progressing,0.9,exploring,0.261,contradictory,scattered_but_progressing,0.602,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
6,Hub Puzzle: Cooking Pot,1650.0073504,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.943,active,0.933,progressing,0.9,transitioning,0.574,contradictory,scattered_but_progressing,0.921,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
6,Hub Puzzle: Cooking Pot,1655.0039896,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.95,active,0.889,progressing,0.9,exploring,0.356,contradictory,scattered_but_progressing,0.925,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
6,Hub Puzzle: Cooking Pot,1660.002625,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.725,hesitant,0.65,progressing,0.9,exploring,0.341,contradictory,scattered_but_progressing,0.812,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
6,Hub Puzzle: Cooking Pot,1665.0015438,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.899,hesitant,0.65,progressing,0.9,exploring,0.618,contradictory,scattered_but_progressing,0.899,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
6,Hub Puzzle: Cooking Pot,1670.0117722,EXPLORE,PROMPT,RULE_3_NO_ENTRY,searching,0.942,hesitant,0.85,progressing,0.767,exploring,0.544,contradictory,scattered_but_progressing,0.855,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,intervene
6,Hub Puzzle: Cooking Pot,1675.009139,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.484,hesitant,0.85,progressing,0.767,cognitively_stuck,0.289,contradictory,scattered_but_progressing,0.625,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
6,Hub Puzzle: Cooking Pot,1680.0075665,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.515,inactive,0.923,stalled,0.7,disoriented,0.29,contradictory,scanning_but_passive,0.719,monitor_closely,probe,"Attention says searching, Action says inactive — transient. May resolve on its own.",probe,watch
6,Hub Puzzle: Cooking Pot,1685.0010081,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.703,inactive,0.95,stalled,0.7,cognitively_stuck,0.383,contradictory,focused_but_idle,0.827,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,watch
6,Hub Puzzle: Cooking Pot,1690.0091238,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.85,inactive,0.884,stalled,0.7,exploring,0.311,contradictory,scanning_but_passive,0.867,gentle_probe,probe,"Attention says searching, Action says inactive — persistent. Probe to distinguish exploration from disorientation.",probe,watch
6,Hub Puzzle: Cooking Pot,1695.0006375,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.694,hesitant,0.488,progressing,0.9,cognitively_stuck,0.502,constructive,focused_progress,0.203,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,1700.0079227,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.67,inactive,0.922,stalled,0.7,exploring,0.294,contradictory,scanning_but_passive,0.796,monitor_closely,probe,"Attention says searching, Action says inactive — transient. May resolve on its own.",probe,watch
6,Hub Puzzle: Cooking Pot,1705.0104041,EXPLORE,PROMPT,RULE_3_NO_ENTRY,focused,0.25,hesitant,0.488,progressing,0.9,disoriented,0.328,constructive,focused_progress,0.425,wait,watch,Agents agree: productive engagement (focused_progress),watch,intervene
6,Hub Puzzle: Cooking Pot,1710.0055562,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.938,hesitant,0.488,progressing,0.9,cognitively_stuck,0.511,constructive,focused_progress,0.081,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,1715.0128916,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.772,inactive,0.64,progressing,0.633,cognitively_stuck,0.591,contradictory,focused_but_idle,0.706,gentle_probe,probe,Focused attention + no action for extended period. Could be deep thinking or paralysis. Probe gently.,probe,watch
6,Hub Puzzle: Cooking Pot,1720.0005707,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.189,inactive,0.95,stalled,0.7,disoriented,0.338,contradictory,focused_but_idle,0.57,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,watch
6,Hub Puzzle: Cooking Pot,1725.0134075,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.604,inactive,0.933,stalled,0.7,exploring,0.283,contradictory,scanning_but_passive,0.768,monitor_closely,probe,"Attention says searching, Action says inactive — transient. May resolve on its own.",probe,watch
6,Hub Puzzle: Cooking Pot,1730.0088629,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.888,hesitant,0.85,progressing,0.767,cognitively_stuck,0.648,constructive,focused_progress,0.172,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,1735.0148899,EXPLORE,PROMPT,RULE_3_NO_ENTRY,focused,0.95,hesitant,0.85,progressing,0.767,cognitively_stuck,0.624,constructive,focused_progress,0.141,wait,watch,Agents agree: productive engagement (focused_progress),watch,intervene
6,Hub Puzzle: Cooking Pot,1740.0145815,EXPLORE,NONE,RULE_3_NO_ENTRY,locked,0.589,inactive,0.95,stalled,0.7,cognitively_stuck,0.64,constructive,passive_and_stuck,0.175,spatial_hint,consensus_intervene,Agents agree: inactive and stalled (transient),intervene,watch
6,Hub Puzzle: Cooking Pot,1745.0128729,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.653,hesitant,0.637,progressing,0.633,cognitively_stuck,0.642,constructive,focused_progress,0.357,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,1750.0088424,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.665,inactive,0.648,progressing,0.633,cognitively_stuck,0.621,contradictory,focused_but_idle,0.657,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,watch
6,Hub Puzzle: Cooking Pot,1755.00577,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.95,hesitant,0.85,progressing,0.767,cognitively_stuck,0.641,constructive,focused_progress,0.141,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,1760.0006379,EXPLORE,NONE,RULE_3_NO_ENTRY,locked,0.641,inactive,0.95,stalled,0.7,cognitively_stuck,0.653,constructive,passive_and_stuck,0.175,spatial_hint,consensus_intervene,Agents agree: inactive and stalled (transient),intervene,watch
6,Hub Puzzle: Cooking Pot,1765.0126602,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.17,hesitant,0.85,progressing,0.767,disoriented,0.297,constructive,focused_progress,0.531,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,1770.0130137,EXPLORE,PROMPT,RULE_3_NO_ENTRY,focused,0.38,hesitant,0.65,progressing,0.9,disoriented,0.314,constructive,focused_progress,0.36,wait,watch,Agents agree: productive engagement (focused_progress),watch,intervene
6,Hub Puzzle: Cooking Pot,1775.0115249,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.498,hesitant,0.85,progressing,0.767,disoriented,0.311,constructive,focused_progress,0.367,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,1780.0101467,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.508,inactive,0.639,progressing,0.633,disoriented,0.304,contradictory,idle_but_progressing,0.636,wait,watch,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch,watch
6,Hub Puzzle: Cooking Pot,1785.0064925,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.714,hesitant,0.488,progressing,0.9,cognitively_stuck,0.361,constructive,focused_progress,0.193,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,1790.0095716,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.726,hesitant,0.488,progressing,0.9,cognitively_stuck,0.578,constructive,focused_progress,0.187,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,1795.0166293,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.605,hesitant,0.637,progressing,0.633,cognitively_stuck,0.377,constructive,focused_progress,0.381,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,1800.0040848,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.449,hesitant,0.85,progressing,0.767,disoriented,0.282,contradictory,scattered_but_progressing,0.608,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
6,Hub Puzzle: Cooking Pot,1805.0048541,EXPLORE,PROMPT,RULE_3_NO_ENTRY,focused,0.34,inactive,0.95,stalled,0.7,disoriented,0.308,contradictory,focused_but_idle,0.645,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,intervene
6,Hub Puzzle: Cooking Pot,1810.00192,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.233,hesitant,0.85,progressing,0.767,disoriented,0.276,constructive,focused_progress,0.5,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,1815.0027857,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.5,inactive,0.934,stalled,0.7,disoriented,0.268,contradictory,scanning_but_passive,0.717,monitor_closely,probe,"Attention says searching, Action says inactive — transient. May resolve on its own.",probe,watch
6,Hub Puzzle: Cooking Pot,1820.0127084,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.409,hesitant,0.637,progressing,0.633,disoriented,0.282,contradictory,scattered_but_progressing,0.521,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
6,Hub Puzzle: Cooking Pot,1825.0119321,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.158,inactive,0.95,stalled,0.7,disoriented,0.297,contradictory,focused_but_idle,0.554,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,watch
6,Hub Puzzle: Cooking Pot,1830.0060495,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.405,hesitant,0.637,progressing,0.633,disoriented,0.298,constructive,focused_progress,0.481,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,1835.0009211,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.474,hesitant,0.337,progressing,0.9,actively_solving,0.322,constructive,focused_progress,0.313,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,1840.002693,EXPLORE,PROMPT,RULE_3_NO_ENTRY,focused,0.408,inactive,0.691,stalled,0.7,disoriented,0.336,contradictory,focused_but_idle,0.549,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,intervene
6,Hub Puzzle: Cooking Pot,1845.0008281,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.186,inactive,0.707,stalled,0.7,disoriented,0.333,contradictory,scanning_but_passive,0.447,monitor_closely,probe,"Attention says searching, Action says inactive — transient. May resolve on its own.",probe,watch
6,Hub Puzzle: Cooking Pot,1850.0022277,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.622,hesitant,0.337,progressing,0.9,cognitively_stuck,0.352,constructive,focused_progress,0.239,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,1855.0110118,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.708,hesitant,0.65,progressing,0.767,cognitively_stuck,0.263,constructive,focused_progress,0.262,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,1860.0028611,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.444,hesitant,0.488,progressing,0.9,disoriented,0.314,constructive,focused_progress,0.328,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,1865.0040862,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.63,inactive,0.543,stalled,0.7,disoriented,0.276,contradictory,focused_but_idle,0.587,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,watch
6,Hub Puzzle: Cooking Pot,1870.0118094,EXPLORE,PROMPT,RULE_3_NO_ENTRY,searching,0.365,hesitant,0.85,progressing,0.633,disoriented,0.323,contradictory,scattered_but_progressing,0.499,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,intervene
6,Hub Puzzle: Cooking Pot,1875.0111351,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.687,hesitant,0.488,progressing,0.9,exploring,0.307,contradictory,scattered_but_progressing,0.794,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
6,Hub Puzzle: Cooking Pot,1880.0052763,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.634,hesitant,0.85,progressing,0.767,exploring,0.293,contradictory,scattered_but_progressing,0.701,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
6,Hub Puzzle: Cooking Pot,1885.0028361,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.221,hesitant,0.65,progressing,0.9,disoriented,0.361,contradictory,scattered_but_progressing,0.56,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
6,Hub Puzzle: Cooking Pot,1890.0000929,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.423,hesitant,0.488,progressing,0.9,disoriented,0.294,contradictory,scattered_but_progressing,0.661,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
6,Hub Puzzle: Cooking Pot,1895.0127928,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.171,hesitant,0.85,progressing,0.767,disoriented,0.353,constructive,focused_progress,0.531,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,1900.0092264,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.322,hesitant,0.65,progressing,0.9,disoriented,0.308,constructive,focused_progress,0.389,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,1905.0100522,EXPLORE,PROMPT,RULE_3_NO_ENTRY,searching,0.581,inactive,0.82,stalled,0.7,actively_solving,0.275,contradictory,scanning_but_passive,0.7,monitor_closely,probe,"Attention says searching, Action says inactive — transient. May resolve on its own.",probe,intervene
6,Hub Puzzle: Cooking Pot,1910.0033651,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.303,inactive,0.837,stalled,0.7,disoriented,0.279,contradictory,scanning_but_passive,0.57,monitor_closely,probe,"Attention says searching, Action says inactive — transient. May resolve on its own.",probe,watch
6,Hub Puzzle: Cooking Pot,1915.0085015,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.235,hesitant,0.85,progressing,0.633,disoriented,0.346,constructive,focused_progress,0.566,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,1920.0161902,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.543,inactive,0.891,stalled,0.7,disoriented,0.272,contradictory,scanning_but_passive,0.717,monitor_closely,probe,"Attention says searching, Action says inactive — transient. May resolve on its own.",probe,watch
6,Hub Puzzle: Cooking Pot,1925.0026499,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.225,hesitant,0.65,progressing,0.633,disoriented,0.328,constructive,focused_progress,0.571,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,1930.0285442,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.202,hesitant,0.337,progressing,0.525,actively_solving,1.0,contradictory,scattered_but_progressing,0.364,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
6,Hub Puzzle: Cooking Pot,1935.0063736,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.481,active,0.611,progressing,0.9,disoriented,0.321,constructive,focused_progress,0.309,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,1940.0043708,EXPLORE,PROMPT,RULE_3_NO_ENTRY,focused,0.666,inactive,0.664,stalled,0.7,disoriented,0.274,contradictory,focused_but_idle,0.665,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,intervene
6,Hub Puzzle: Cooking Pot,1945.0006726,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.555,hesitant,0.337,progressing,0.9,disoriented,0.327,constructive,focused_progress,0.272,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,1950.0002302,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.353,active,0.684,progressing,0.9,exploring,0.267,contradictory,scattered_but_progressing,0.627,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
6,Hub Puzzle: Cooking Pot,1955.0098054,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.215,inactive,0.725,stalled,0.525,actively_solving,1.0,contradictory,pop_says_solving_but_stalled,0.762,monitor,watch,No clear signal from agent negotiation.,watch,watch
6,Hub Puzzle: Cooking Pot,1960.0056615,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.435,inactive,0.694,failing,0.8,actively_solving,1.0,contradictory,focused_but_failing,0.618,procedural_hint,consensus_intervene,"Attention is focused but errors are occurring. Player likely needs a how-to hint, not a what-to-do hint.",intervene,watch
6,Hub Puzzle: Cooking Pot,1965.0023408,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.15,hesitant,0.65,progressing,0.767,disoriented,0.324,contradictory,scattered_but_progressing,0.459,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
6,Hub Puzzle: Cooking Pot,1970.0001068,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.247,inactive,0.651,stalled,0.7,disoriented,0.312,contradictory,scanning_but_passive,0.449,monitor_closely,probe,"Attention says searching, Action says inactive — transient. May resolve on its own.",probe,watch
6,Hub Puzzle: Cooking Pot,1975.0112141,EXPLORE,PROMPT,RULE_3_NO_ENTRY,focused,0.242,inactive,0.672,stalled,0.7,disoriented,0.335,contradictory,focused_but_idle,0.457,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,intervene
6,Hub Puzzle: Cooking Pot,1980.0097159,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.5,inactive,0.737,stalled,0.7,actively_solving,0.311,contradictory,focused_but_idle,0.619,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,watch
6,Hub Puzzle: Cooking Pot,1985.0203255,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.209,inactive,0.729,stalled,0.525,actively_solving,1.0,contradictory,pop_says_solving_but_stalled,0.762,monitor,watch,No clear signal from agent negotiation.,watch,watch
6,Hub Puzzle: Cooking Pot,1990.0164292,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.156,hesitant,0.488,progressing,0.633,actively_solving,0.321,constructive,pop_confirms_progress,0.523,wait,watch,No clear pattern but player is progressing.,watch,watch
6,Hub Puzzle: Cooking Pot,1995.0127849,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.159,hesitant,0.488,progressing,0.633,disoriented,0.334,constructive,focused_progress,0.604,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,2000.0090812,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.238,inactive,0.648,stalled,0.7,disoriented,0.313,contradictory,scanning_but_passive,0.443,monitor_closely,probe,"Attention says searching, Action says inactive — transient. May resolve on its own.",probe,watch
6,Hub Puzzle: Cooking Pot,2005.0093641,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.222,inactive,0.686,stalled,0.7,disoriented,0.331,contradictory,focused_but_idle,0.454,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,watch
6,Hub Puzzle: Cooking Pot,2010.0045636,EXPLORE,PROMPT,RULE_3_NO_ENTRY,focused,0.183,inactive,0.705,stalled,0.525,actively_solving,1.0,contradictory,pop_says_solving_but_stalled,0.762,monitor,watch,No clear signal from agent negotiation.,watch,intervene
6,Hub Puzzle: Cooking Pot,2015.0116135,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.34,inactive,0.674,stalled,0.525,actively_solving,1.0,contradictory,pop_says_solving_but_stalled,0.762,monitor,watch,No clear signal from agent negotiation.,watch,watch
6,Hub Puzzle: Cooking Pot,2020.0102526,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.17,inactive,0.698,stalled,0.7,disoriented,0.314,contradictory,focused_but_idle,0.434,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,watch
6,Hub Puzzle: Cooking Pot,2025.011427,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.164,hesitant,0.488,progressing,0.633,disoriented,0.331,constructive,focused_progress,0.601,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,2030.0083735,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.33,hesitant,0.65,progressing,0.767,disoriented,0.28,constructive,focused_progress,0.452,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,2035.0054146,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.528,active,0.613,progressing,0.9,disoriented,0.3,constructive,focused_progress,0.286,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,2040.0058263,EXPLORE,PROMPT,RULE_3_NO_ENTRY,focused,0.165,active,0.345,progressing,0.9,actively_solving,0.345,constructive,pop_confirms_progress,0.377,wait,watch,No clear pattern but player is progressing.,watch,intervene
6,Hub Puzzle: Cooking Pot,2045.0029691,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.224,inactive,0.758,stalled,0.7,disoriented,0.331,contradictory,focused_but_idle,0.491,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,watch
6,Hub Puzzle: Cooking Pot,2050.0112682,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.194,inactive,0.774,stalled,0.7,disoriented,0.333,contradictory,focused_but_idle,0.484,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,watch
6,Hub Puzzle: Cooking Pot,2055.0104934,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.441,hesitant,0.488,failing,0.6,actively_solving,1.0,contradictory,focused_but_failing,0.52,procedural_hint,consensus_intervene,"Attention is focused but errors are occurring. Player likely needs a how-to hint, not a what-to-do hint.",intervene,watch
6,Hub Puzzle: Cooking Pot,2060.0071964,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.344,inactive,0.694,stalled,0.525,actively_solving,1.0,contradictory,pop_says_solving_but_stalled,0.762,monitor,watch,No clear signal from agent negotiation.,watch,watch
6,Hub Puzzle: Cooking Pot,2065.0141172,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.202,inactive,0.668,stalled,0.7,disoriented,0.326,contradictory,scanning_but_passive,0.435,gentle_probe,probe,"Attention says searching, Action says inactive — persistent. Probe to distinguish exploration from disorientation.",probe,watch
6,Hub Puzzle: Cooking Pot,2070.0091251,EXPLORE,PROMPT,RULE_3_NO_ENTRY,focused,0.197,inactive,0.714,stalled,0.525,actively_solving,1.0,contradictory,pop_says_solving_but_stalled,0.762,monitor,watch,No clear signal from agent negotiation.,watch,intervene
6,Hub Puzzle: Cooking Pot,2075.0109163,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.172,hesitant,0.65,progressing,0.633,disoriented,0.333,contradictory,scattered_but_progressing,0.402,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
6,Hub Puzzle: Cooking Pot,2080.0050287,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.95,active,0.353,progressing,0.9,exploring,0.553,contradictory,scattered_but_progressing,0.925,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
6,Hub Puzzle: Cooking Pot,2085.0024382,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.304,hesitant,0.65,progressing,0.633,disoriented,0.303,contradictory,scattered_but_progressing,0.469,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
6,Hub Puzzle: Cooking Pot,2090.0003998,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.186,active,0.614,progressing,0.9,disoriented,0.33,constructive,focused_progress,0.457,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,2095.0103208,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.5,inactive,0.76,stalled,0.525,actively_solving,1.0,contradictory,pop_says_solving_but_stalled,0.762,monitor,watch,No clear signal from agent negotiation.,watch,watch
6,Hub Puzzle: Cooking Pot,2100.0052519,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.18,hesitant,0.488,progressing,0.633,actively_solving,0.32,constructive,pop_confirms_progress,0.523,wait,watch,No clear pattern but player is progressing.,watch,watch
6,Hub Puzzle: Cooking Pot,2105.0056211,EXPLORE,PROMPT,RULE_3_NO_ENTRY,focused,0.176,inactive,0.694,stalled,0.7,disoriented,0.325,contradictory,focused_but_idle,0.435,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,intervene
6,Hub Puzzle: Cooking Pot,2110.0055607,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.176,hesitant,0.488,progressing,0.633,disoriented,0.334,constructive,focused_progress,0.596,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
6,Hub Puzzle: Cooking Pot,2115.0046699,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.247,inactive,0.696,stalled,0.7,disoriented,0.328,contradictory,scanning_but_passive,0.471,monitor_closely,probe,"Attention says searching, Action says inactive — transient. May resolve on its own.",probe,watch
